8532,8x4 Deodorant Spray Modern Charme 150 ml,1,0,0,300,179,True,,"Ongeacht waar of wanneer, 8x4 Modern Charme met zijn bloemige, fruitige en elegante geur biedt de hele dag lang bescherming, dankzij het Non-stop fresh effect. 8x4 combineert individuele geuren met betrouwbare deodorant bescherming, de hele dag lang.Het geeft een non-stop fresh effect en laat geen restproducten achter. De huidverdraagzaamheid is dermatologisch aangetoond.&nbsp;",1,ml,150 ml,,,Spray,,BTW_Hoog,False,
16118,Airwick Freshmatic Magnolia&Kersenbloem Navul. 250ml,3,3,3,300,299,True,,De Airwick Freshmatic verspreid dagelijks heerlijke parfum door&nbsp;het huis. De parfum neutraliseert geurtjes en gaat tot wel 60 dagen mee. Geniet optimaal van de heerlijke bloemengeur van magnolia&nbsp;en kersenbloem en laat je huis opbloeien.&nbsp;&nbsp;,2,ml,250 ml,,Freshmatic,Spray,,BTW_Hoog,False,
31625,Airwick DoubleFresh Elektrische Luchtverfrisser Vanille 2x 19 ml,4,3,3,300,499,True,,Geef je woning een heerlijke geur van White Vanilla Bean met de navulling van de elektrische geurverspreiders van Airwick. De elektrische luchtverfrisser geeft continu en langdurig een heerlijke geur af in je woning.,9,ml,38 ml,,,Accessoires,,BTW_Hoog,False,
29099,Airwick Freshmatic Navulling Katoen 250 ml,3,3,3,300,299,True,,De Airwick Freshmatic verspreid dagelijks heerlijke parfum door&nbsp;het huis. De parfum neutraliseert geurtjes en gaat tot wel 60 dagen mee.&nbsp;Ervaar de zachte geur van katoen.,9,ml,250 ml,,Freshmatic,Spray,,BTW_Hoog,False,
32520,Agfaphoto Alkaline Power Batterijen AAA 4 st,2,2,2,300,129,True,,"Geef je apparaten draadloos energie met de Alkaline Power AAA batterijen van Afgaphoto. Deze batterijen kunnen bijvoorbeeld gebruikt worden voor camera's, klokken en speelgoed.",2,st,AAA,,Alkaline,Accu en batterijen,,BTW_Hoog,False,
17043,Airwick Freshmatic Lavendel Navul. 250ml,3,3,3,300,299,True,,De Airwick Freshmatic verspreid dagelijks heerlijke parfum door&nbsp;het huis. De parfum neutraliseert geurtjes en gaat tot wel 60 dagen mee.&nbsp;Ontspan en geniet van de lavendelgeur.,2,ml,250 ml,,Freshmatic,Spray,,BTW_Hoog,False,
32474,Airwick Essential Oils Infusion Geurkaars Apple & Cinnamon,2,1,3,300,249,True,,Laat je huis heerlijk ruiken met de Essential Oils Infusion geurkaarsen van Airwick. De geur Sugar Apple &amp; Warm Cinnamon is kruidig en geeft een winters knus gevoel.,2,gr,105 gr,,,Kaarsen,,BTW_Hoog,False,
32476,Airwick Essential Oils Berries & Spice Geurkaars 105 gr,2,1,3,300,229,True,,Laat je huis heerlijk ruiken met de Essential Oils Infusion geurkaarsen van Airwick. De geur Berries &amp; Spice is kruidig en zoet.,2,gr,105 gr,,,Kaarsen,,BTW_Hoog,False,
32483,Airwick Essential Oils Infusion Geurkaars Orange & Festive Spice,2,1,3,300,229,True,,Laat je huis heerlijk ruiken met de Essential Oils Infusion geurkaarsen van Airwick. De geur Orange &amp; Festive Spice is fris en zoet.,2,gr,105 gr,,,Kaarsen,,BTW_Hoog,False,
32482,Airwick Essential Oils Vanilla & Brown Sugar Geurkaars 105 gr,2,1,3,300,229,True,,Laat je huis heerlijk ruiken met de Essential Oils Infusion geurkaarsen van Airwick. De geur Vanilla &amp; Brown Sugar is zoet en geeft een winters knus gevoel.,2,gr,105 gr,,,Kaarsen,,BTW_Hoog,False,
29244,Airwick Eternal Scents Vanille Geurkaars 1 st,2,1,3,300,399,True,,Laat je huis heerlijk ruiken met de Eternal Scents geurkaarsen van Airwick. De geur Eternal Vanille is warm en zoet.,2,st,1 st,,,Kaarsen,,BTW_Hoog,False,
30811,Airwick Eternal Rode Appel Geurkaars 1st,2,1,3,300,399,True,,De Air Wick knapperige rode appel kaars zorgt voor een warme sfeer. Daarnaast verspreid de kaars voortdurend een heerlijke geur vanuit het gel reservoir onder de kaars. De gel zorgt 30 dagen voor een blijvende parfum in uw huis. De kaars geeft 30 uur een prettige geur af. &nbsp;&nbsp;,2,st,1 st,,,Kaarsen,,BTW_Hoog,False,
32480,Airwick Essential Oils Infusion Geurkaars Apple & Cinnamon,2,1,3,300,229,True,,Laat je huis heerlijk ruiken met de Essential Oils Infusion geurkaarsen van Airwick. De geur Sugar Apple &amp; Warm Cinnamon is kruidig en geeft een winters knus gevoel.,2,gr,105 gr,,,Kaarsen,,BTW_Hoog,False,
31627,Airwick Home Signature Geurkaars Lotusbloemen 147 gr,2,1,3,300,399,True,,Laat je huis heerlijk ruiken met de Home Signature geurkaarsen van Airwick. De geur Lotusbloemen is bloemig en rustgevend.,2,gr,149 gr,,,Kaarsen,,BTW_Hoog,False,
7673,Ajax Multi-Oppervlakken Fris  Allesreiniger 1250 ml,2,3,4,300,179,True,,Ga als een tornado door je huis met de Ajax Eucalyptus allesreiniger. Maak je huis met een minimale inspanning glanzend schoon met Ajax Fris Allesreiniger. Je hoeft dus niet te schrobben en na te spoelen.,2,ml,1250 ml,,,Vloeibaar,,BTW_Hoog,False,
31626,Airwick Home Signature Cloudberry Geurkaars 147 gr,2,1,3,300,399,True,,Laat je huis heerlijk ruiken met de Home Signature geurkaarsen van Airwick. De geur Moltebeere (Cloudberry) is fris en fruitig.,2,st,1 st,,,Kaarsen,,BTW_Hoog,False,
7674,Ajax Multi-Oppervlakken Limoen 1250 ml,2,3,4,300,179,True,,Ga als een tornado door je huis met de Ajax Eucalyptus allesreiniger. Maak je huis met een minimale inspanning glanzend schoon met Ajax Eucalyptus Limoen. Je hoeft dus niet te schrobben en na te spoelen.,2,ml,1250 ml,,,Vloeibaar,,BTW_Hoog,False,
7474,"Ajax Seringenbries Allesreiniger 1,25 l",2,3,4,300,179,True,,"Dankzij de unieke, door lucht geactiveerde frisheid verspreidt Ajax de geur continu voor meer dan 24 uur. Bovendien, het reinigt grondig om zo de oppervlakken stralend schoon achter te laten, niet nodig om na te spoelen.",2,ml,1250 ml,,,Vloeibaar,,BTW_Hoog,False,
33298,Always Long Plus Inlegkruisjes 38st,1,0,5,300,349,True,,De inlegkruisjes van Always beschermt je dagelijks en neutraliseert geurtjes inplaast van ze te maskeren. Geeft je iedere dag&nbsp;een&nbsp;fijn en beschermt gevoel. &nbsp;,1,st,38 st,,,,,BTW_Laag,False,
5952,Ajax Lentebloem Allesreiniger 1250 ml,3,3,4,300,179,True,,"Dankzij de unieke, door lucht geactiveerde frisheid verspreidt Ajax Lentebloem de bloemengeur continu voor meer dan 24 uur, zoals een bloem dat ook zou doen. Bovendien, het reinigt grondig om zo de oppervlakken stralend schoon achter te laten, niet nodig om na te spoelen.",2,ml,1250 ml,,,Vloeibaar,,BTW_Hoog,False,
7472,Ajax Multi-Oppervlakken Eucalyptus Alles Reiniger 1250 ml,2,3,4,300,179,True,,Ga als een tornado door je huis met de Ajax Eucalyptus allesreiniger. Maak je huis met een minimale inspanning glanzend schoon met Ajax Eucalyptus Allesreiniger. Je hoeft dus niet te schrobben en na te spoelen.&nbsp;,2,ml,1250 ml,,,Vloeibaar,,BTW_Hoog,False,
2855,Alpifresh Vaseline 125 ml,2,0,6,300,149,True,,"Bescherm je huid met de vaseline van Alpifresh. De Vaseline van Alpifresh bevat geen parfum, kunstmatige kleurstoffen en presvatives. Alpifresh Vaseline beschermt jouw huid tegen schadelijke stoffen en houdt de natuurlijke vochtbalans van jouw huid vast.",2,ml,125,,,Creme,,BTW_Hoog,False,
4269,Alpifresh Vaseline 250 ml,1,0,6,300,229,True,,"Bescherm je huid met de vaseline van Alpifresh. De Vaseline van Alpifresh bevat geen parfum, kunstmatige kleurstoffen en presvatives. Alpifresh Vaseline beschermt jouw huid tegen schadelijke stoffen en houdt de natuurlijke vochtbalans van jouw huid vast.",2,ml,250,,,Creme,,BTW_Hoog,False,
24564,Always Discreet Tanga Inlegkruisjes 36st,1,0,5,300,249,True,,Always Discreet String is speciaal ontworpen voor dagelijkse hygiene en bescherming. De inlegkruisjes zijn speciaal ontworpen voor string ondergoed.,1,st,36 st,,,Accessoires,,BTW_Hoog,False,
5180,Always Normaal Inlegkruisjes 52st,1,0,5,300,349,True,,"Always Normaal inlegkruisjes beschermen je elke dag tegen geurtjes, door de&nbsp;nieuwe geurneutraliserende technologie. De inlegkruisjes zijn flexibel en dus comfortabel om te gebruiken. De inlegkruisjes geven je een veilig en schoon gevoel voor iedere dag.",1,st,52 st,,,Normal,,BTW_Laag,False,
33321,Always Discreet Urine Verlies Inlegkruisjes 28st,1,0,5,300,249,True,,"De Always Discreet inlegkruisjes biedt je bescherming bij licht urine verlies en zorgt voor een fijn gevoel. de inlegkruisjes zijn ultra dun, en daarom erg comfortabel.Ook absorbeert de inlegkruisjes 2x meer dan een normal inlegkruisje en helpt om geurtjes en vocht op te sluiten.",1,st,28 st,,,Accessoires,,BTW_Hoog,False,
25873,Always Fresh Flexistyle Inlegkruisjes 100st,1,0,5,300,399,True,,De inlegkruisjes van Always biedt&nbsp;dagelijks een fris en&nbsp;fijne&nbsp;bescherming. De Flexi Style past dan ook nog op alle soorten slip formaten dat erg comfortabel is voor ieder moment.,1,st,100 st,,,Accessoires,,BTW_Laag,False,
23061,Amando MINI Deo Body Spray 50 ml,0,0,7,300,99,True,,Amando Deo Body Spray is mannelijk en sportief. Het is een anti- transpirant en geeft een frisse geur af.&nbsp;,0,ml,50 ml,,,Spray,,BTW_Hoog,False,
32521,Ambi Pur 3 Volution Lavendel Starter+Navul.,2,3,8,300,599,True,,Geniet van niet 1 maar 3 heerlijke sensaties van Lavendel van Ambi Pur 3 Volution. De elektrische luchtverfrisser zorgt er voor dat er continu een heerlijke geur wordt verspreid. Door de 3 volution worden de geuren om de bepaalde tijd gevarieerd zodat je van drie geuren kunt genieten. Laat je reukzintuigen prikkelen!,2,st,1 st,,3volution,Spray,,BTW_Hoog,False,
33295,Always Maxi Night Maandverband 10 stuks,1,0,5,300,249,True,,Voel je de gehele nacht beschermt met Always Maxi Nights maandverband. Always Maxi Nights beschermt tot 8 uren lang tegen doorlekken.,1,st,10,,,Accessoires,,BTW_Laag,False,
7146,Amando Noir Deospray 150ml,0,0,7,,298,True,,"De Noir deospray van Amando beschermt langdurig tegen transpiratie geur en voorkomt witte strepen. Door de mix van spotief en frisheid met een rijke mix van diverse kruiden met warme hout- en&nbsp; mosgeuren, maakt dit een&nbsp;ideale mannen geur. &nbsp;",0,ml,150 ml,,,Spray,,BTW_Hoog,False,
7149,Amando Mystery Deospray 150ml,0,0,7,300,299,True,,"De Mystery deospray van Amando zorgt voor een langdurige bescherming tegen transpiratiegeur. De spray ruikt naar amber, muskus en balsamische noten die dit tot een frisse en spannende geur maken voor mannen. &nbsp;",0,ml,150 ml,,,Spray,,BTW_Hoog,False,
20275,Ambi Pur Toiletblok Lavendel Promo Startpakketkit 4 x 55 ml,2,3,8,,329,True,,Ambi pur Flush vloeibaar toiletblok doseert bij elke spoeling een gelijke hoeveelheid vloeistof. Het toilet ruikt van de eerste tot de laatste spoeling heerlijk fris.,2,ml,55 ml,,,Toiletblok,,BTW_Hoog,False,
31047,Always Maxi Normal Plus Maandverband 16st,1,0,5,300,249,True,,Always Maxi Long Plus zorgt voor een lange en droog gevoel. De maandverband beschermt en absorbeert voortdurend vocht op tot wel 8 uur lang. De maand verband beschermt en is comfortabel.,1,st,16 st,,,,,BTW_Laag,False,
20180,Ambi Pur Toiletblok Lavendel Startpakketkit 55 ml,2,3,8,300,139,True,,De toiletblok van Ambi Pur zorgt langdurig voor&nbsp;hygiëne en frisheid na ieder spoelbeurt. De toilet blok&nbsp;bevat een formule&nbsp;om kalkaanslag tegen te gaan en is zuinig in verbruik. &nbsp;&nbsp;,2,ml,55 ml,,,Toiletblok,,BTW_Hoog,False,
32522,"Ambi Pur Luchtverfrisser Totale Frisheid 5,5 ml",2,3,8,300,399,True,,Ambi Pur Totale Frisheid is een luchtverfrisser op basis van geurende oliën. Dankzij de frisse geur ruikt je huis langdurig fris.Bevat een starter en een navulling.,2,ml,"5,5 ml",,,Accessoires,,BTW_Hoog,False,
20169,Ambi Pur Toiletblok Lemon & Lime Startpakketkit 55 ml,2,3,8,300,139,True,,Ambi pur Flush vloeibaar toiletblok doseert bij elke spoeling een gelijke hoeveelheid vloeistof. Het toilet ruikt van de eerste tot de laatste spoeling heerlijk fris.,2,ml,55 ml,,,Toiletblok,,BTW_Hoog,False,
32523,"Ambi Pur Totale Frisheid Navulling 2x 5,5 ml",4,3,8,300,299,True,,Ambi Pur Totale Frisheid is een luchtverfrisser op basis van geurende oliën.&nbsp;,9,ml,11 ml,,,Accessoires,,BTW_Hoog,False,
2154,Andrélon Conditioner Care & Repair 300 ml,2,0,9,300,229,True,,"• Deze conditioner geeft je droge, beschadigde haar een diepe, intensieve verzorging.• Met NutriKeratine.• Het haar wordt actief hersteld en gevoed.• Voor sterk, glanzend haar dat heerlijk aanvoelt en er gezond uitziet.Deze conditioner met NutriKeratine geeft je droge, beschadigde haar een diepe, intensieve verzorging. Het haar wordt actief hersteld en gevoed, precies wat je droge, beschadigde haar nodig heeft. Het resultaat is sterk en glanzend haar dat heerlijk aanvoelt. Door dagelijkse invloeden raakt je haar beschadigd en verliest het haar natuurlijke bouwstenen. Om je haar actief te herstellen zijn de Care &amp; Repair producten ontwikkeld met NutriKeratine, de natuurlijke bouwstof van je haar. Het resultaat is mooi, sterk en zacht haar.Na het wassen zacht inmasseren in vochtig haar. Laat het 1 tot 2 minuten inwerken. Daarna goed uitspoelen.",1,ml,300 ml,,Care & repair,Conditioner,,BTW_Hoog,False,
31729,Andrélon Lotus Ginko Bad & Douche 750 ml,3,0,9,300,249,True,,"Andrélon Bad &amp; douche energie &amp; vitaliteit voor het hele gezin. De verkwikkende formule geeft een vitaal gevoel, terwijl de verzorgende ingrediënten de huid zacht en soepel houden. Bad &amp; Douche van Andrélon is een mild bad- en doucheschuim. pH-neutraal en dermatologisch getest.&nbsp;",2,ml,750 ml,,Bad&douche,Douchegel,,BTW_Hoog,False,
2551,Andrélon Glans & Care Conditioner 300 ml,1,0,9,300,229,True,,"Deze conditioner geeft dof haar een diepe, intensieve verzorging. De formule, met parel-extract en zonnebloemolie, is speciaal ontwikkeld om je haar extra glans te geven. Resultaat: je haar voelt zijdezacht aan en ziet er gezond en glanzend uit.",1,ml,300 ml,,Glans & Care,Conditioner,,BTW_Hoog,False,
30414,Andrélon Conditioner Kokos Boost 300 ml,1,0,9,300,229,True,,"Kokosolie staat bekend om haar voedende werking en heeft de eigenschap te kunnen doordringen tot in de haarvezel, waardoor het je haar niet verzwaart. Dit terwijl andere oliën juist op je haar blijven liggen en hierdoor verzwarend kunnen werken.&nbsp;Deze lijn is speciaal ontwikkeld om een luchtige volume boost en glans te geven aan fijn haar. Deze verzorgende conditioner, met kokosolie, zorgt ervoor dat het haar wordt gevoed, zonder het te verzwaren. Ook zorgt de conditioner ervoor dat je haar na het wassen makkelijk doorkambaar is.Resultaat: Intense voeding en een luchtige volume boost vol glans.Andrélon Kokos Boost is vrij van parabenen, siliconen en kleurstoffen.",1,ml,300 ml,,Conditioner,Conditioner,,BTW_Hoog,False,
6910,Andrélon Conditioner Glans Zomertarwe 300 ml,1,0,9,300,229,True,,"Deze conditioner bevat zomertarwe, een ingrediënt met veel vitaminen en sterke vezels. Het geeft je haar een diepe, natuurlijke glans. Resultaat: stralend haar dat er gezond uitziet. De Glans producten zijn speciaal ontwikkeld om normaal haar extra te laten glanzen. De producten met zomertarwe brengen de zon weer terug in je haar! &nbsp;&nbsp;",1,ml,300 ml,,Glans,Conditioner,,BTW_Hoog,False,
2552,Andrélon Conditioner Levendige Kleur 300 ml,1,0,9,300,229,True,,"Voor een intensieve verzorging van gekleurd haar gebruik je deze conditioner. De rijke samenstelling, met UV filter, perzikextract en macadamia-olie, verzorgt en herstelt je haar en helpt zo de levendigheid en diepe glans van je kleur langdurig vast te houden.",1,ml,300 ml,,Levendige Kleur,Conditioner,,BTW_Hoog,False,
2535,Andrélon Conditioner Perfecte Krul 300 ml,1,0,9,300,229,True,,"Deze lijn is speciaal ontwikkeld voor de intensieve verzorging van krullend haar. De conditioner, verrijkt met verzorgende oliën, accentueert de kracht van je krullen. Met Andrélon Perfecte Krul worden je krullen weer makkelijk handelbaar en voelen ze zacht, flexibel en veerkrachtig aan. Het resultaat is een perfecte bos krullen. &nbsp;&nbsp;",1,ml,300 ml,,Perfecte krul,Conditioner,,BTW_Hoog,False,
6919,Andrélon Conditioner Perfecte Puntjes 300 ml,1,0,9,300,229,True,,"Deze intensieve conditioner, met repair serum en unieke Hair Protect formule, geeft je haar een diepe, intensieve verzorging. De rijke formule geeft na het wassen extra kracht en voeding aan je haar en helpt gespleten haarpunten te voorkomen.",1,ml,300 ml,,Perfecte puntjes,Conditioner,,BTW_Hoog,False,
2554,Andrélon Steilvol Conditioner 300 ml,1,0,9,300,229,True,,Deze conditioner verzorgt en voedt fijn en steil haar zonder het te verzwaren. Pluizig en statisch haar wordt tegengegaan terwijl de luchtigheid in je haar behouden blijft. Het resultaat is prachtig steil haar dat er vol en gezond uitziet.,1,ml,300 ml,,Steil Vol,Conditioner,,BTW_Hoog,False,
5655,Andrélon Conditioner Verrassend Volume 300 ml,1,0,9,300,229,True,,"Om futloos haar meer volume te geven gebruik je de Verrassend Volume conditioner. Met lift-up system en verrijkt met collageen. Maakt elke afzonderlijke haar dikker en zorgt zo dat het voller aanvoelt. Geeft je haar niet alleen meer volume, het voelt ook voller en dikker aan. &nbsp;&nbsp;",1,ml,300 ml,,Verrassend Volume,Conditioner,,BTW_Hoog,False,
2553,Andrélon Conditioner Zomerblond 300 ml,1,0,9,300,229,True,,"Deze lijn is speciaal ontwikkeld voor de verzorging van blond haar. De conditioner is verrijkt met kamille, dat bekend staat om haar verhelderende eigenschappen, en honing. Met Andrélon Zomer Blond wordt je blonde haar heerlijk verzorgd en krijgt het een natuurlijke, zomerse glans. Het hele jaar door het effect van de zon in je haar!",1,ml,300 ml,,Zomer Blond,Conditioner,,BTW_Hoog,False,
20508,Andrélon For Men Hair & Body Shampoo Eucalyptus 50 ml,0,0,9,300,99,True,,"Lekker simpel en effectief. De Hair &amp; Body Shampoo van Andrélon is de perfecte verzorging in één fles, dus je bent lekker snel klaar. De Hair &amp; Body Shampoo van Andrélon reinigt mild en heeft ook een hydraterende werking. Plus, de eucalyptus geur van de Hair &amp; Body Shampoo geeft ook een verfrissend effect.",0,ml,50 ml,,,2 in 1,,BTW_Hoog,False,
16605,Andrélon Volume & Care Conditioner 300 ml,1,0,9,300,229,True,,"Om fijn en beschadigd haar een optimale verzorging te geven gebruik je de conditioner. De conditioner heeft een ultra lichte basis, waardoor je haar wordt verzorgd zonder het te verzwaren. Het resultaat is voelbaar meer volume, en haar dat er weer gezond uitziet.",1,ml,300 ml,,Volume & Care,Conditioner,,BTW_Hoog,False,
2583,Andrélon Shampoo 2 In 1 300 ml,1,0,9,300,229,True,,"2 in 1 is een verzorgende shampoo en conditioner ineen. Het biedt de juiste combinatie tussen een frisse reiniging en een mild voedende verzorging. Met 2 in 1 is je haar gezond, glanzend en makkelijk doorkambaar. Je haar is weer helemaal fris.&nbsp;",1,ml,300 ml,,2 in 1,Shampoo,,BTW_Hoog,False,
2541,Andrélon Shampoo Anti-Roos 300 ml,1,0,9,300,229,True,,Anti-Roos shampoo is speciaal ontwikkeld om je haar en hoofdhuid langdurig roosvrij te houden. De shampoo zorgt dankzij een actief anti-roossysteem voor een uiterst effectieve bestrijding van roos. Je haar blijft zacht en houdt zijn natuurlijke glans.,1,ml,300 ml,,Anti-roos,Shampoo,,BTW_Hoog,False,
2537,Andrélon Shampoo Glans Zomertarwe 300 ml,1,0,9,300,229,True,,"Deze shampoo bevat zomertarwe, een ingrediënt met veel vitaminen en sterke vezels. Het geeft je haar een diepe, natuurlijke glans. Resultaat: stralend haar dat er gezond uitziet. De Glans producten zijn speciaal ontwikkeld om normaal haar extra te laten glanzen. De producten met zomertarwe brengen de zon weer terug in je haar! &nbsp;&nbsp;",1,ml,300 ml,,Glans,Shampoo,,BTW_Hoog,False,
2540,Andrélon Shampoo Iedere Dag 300 ml,1,0,9,300,229,True,,"Deze shampoo houdt je haar dagelijks in conditie en is zeer mild, verzorgend en reinigend.• Is pH neutraal en geschikt voor ieder haartype• Bevat voedingsrijk zonnebloemextract&nbsp;• Voor heerlijk luchtig en fris haar, vol glansDe shampoo is een zeer milde, verzorgende en reinigende shampoo met zonnebloemextract. Het houdt je haar dagelijks in conditie, vol van glans en vitaliteit. De shampoo is pH neutraal en respecteert de hoofdhuid en het haar. Speciaal voor haar dat iedere dag gewassen wordt zijn er de Iedere Dag producten. De producten zijn mild en geschikt voor ieder haartype. Het resultaat is heerlijk luchtig en fris haar vol met glans. Gebruik voor een optimaal verzorging voor je haar ook de Andrélon Iedere Dag conditioner.&nbsp;",1,ml,300 ml,,Iedere dag,Shampoo,,BTW_Hoog,False,
2153,Andrélon Shampoo Care & Repair 300 ml,1,0,9,300,229,True,,"Deze shampoo helpt je droge, beschadigde haar actief te herstellen. De unieke formule met NutriKeratine zorgt ervoor dat je haar van binnen en buiten wordt versterkt en hersteld. Het resultaat is sterk, glanzend haar dat heerlijk aanvoelt en er gezond uitziet.",1,ml,300 ml,,Care & repair,Shampoo,,BTW_Hoog,False,
5844,Andrélon Shampoo Langer Fris 300 ml,2,0,9,300,229,True,,"Andrélon Langer Fris is speciaal ontwikkeld voor normaal haar dat snel vet wordt. De milde en zuivere shampoo, met citrusextract, zorgt ervoor dat je haar bij de wortel langer fris en schoon blijft. Je haar blijft luchtig, ruikt lekker fris en ziet er gezond uit.",1,ml,300 ml,,Langer fris,Shampoo,,BTW_Hoog,False,
2539,Andrélon Levendige Kleur Shampoo 300 ml,1,0,9,300,149,True,,"Voor een intensieve verzorging van gekleurd haar gebruik je deze Shampoo. De rijke samenstelling, met UV filter, perzikextract en macadamia-olie, verzorgt en herstelt je haar en helpt zo de levendigheid en diepe glans van je kleur langdurig vast te houden.",1,ml,300 ml,,Levendige Kleur,Shampoo,,BTW_Hoog,False,
3837,Andrélon Shampoo For Men Iedere Dag 300 ml,0,0,9,300,229,True,,"Deze For men shampoo is een frisse, milde shampoo om dagelijks je haar mee te wassen. Zeer frisse en milde samenstelling voor dagelijks gebruik. Houd je haar in conditie. Om snel en effectief het haar te wassen, zonder te veel gedoe. Deze shampoo is geschikt voor ieder haartype.&nbsp;",0,ml,300 ml,,Andrélon Men,Shampoo,,BTW_Hoog,False,
2536,Andrélon Shampoo Perfecte Krul 300 ml,1,0,9,300,229,True,,"Deze lijn is speciaal ontwikkeld voor de intensieve verzorging van krullend haar. De shampoo, verrijkt met verzorgende oliën, accentueert de kracht van je krullen. Met Andrélon Perfecte Krul worden je krullen weer makkelijk handelbaar en voelen ze zacht, flexibel en veerkrachtig aan. Het resultaat is een perfecte bos krullen.&nbsp;Gebruik voor een optimaal resultaat ook de andere producten uit de Andrélon Perfecte Krul lijn. &nbsp;",1,ml,300 ml,,Perfecte krul,Shampoo,,BTW_Hoog,False,
2543,Andrélon Shampoo For Men Hair & Body 300 ml,0,0,9,300,229,True,,"De Hair &amp; Body shampoo is speciaal ontwikkeld om zowel je haar als je lichaam mee te wassen. Het biedt niet alleen een milde reiniging voor je haar, maar bevat ook hydraterende bestanddelen voor je huid. Met de perfecte verzorging in één fles ben je lekker snel klaar. De For Men haarverzorgingsproducten zijn speciaal ontwikkeld voor mannen zodat ze snel en effectief hun haar kunnen wassen, zonder te veel gedoe. &nbsp; &nbsp;",0,ml,300 ml,,Andrélon Men,Shampoo,,BTW_Hoog,False,
7105,Andrélon Perfecte Puntjes Shampoo 300 ml,1,0,9,300,229,True,,"Deze intensieve shampoo, met repair serum en unieke Hair Protect formule, geeft je haar een diepe, intensieve verzorging. De rijke formule geeft na het wassen extra kracht en voeding aan je haar en helpt gespleten haarpunten te voorkomen.",1,ml,300 ml,,Perfecte puntjes,Shampoo,,BTW_Hoog,False,
